committee_id,candidate_name,state_full,disbursement_date,disbursement_description,disbursement_amount,recipient_name,pdf_url,sub_id,two_years_after_office,two_years_after_last_election,after_death,TIMES_CATEGORY
C00196915,"GORDON, BART",Tennessee,2013-02-25 00:00:00,DONATION,1000.0,U.S. ASSN. OF FORMER MEMBERS OF CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?13961283123,4042620131188431715,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-03-03 00:00:00,DONATION,10000.0,MTSU FOUNDATION,http://docquery.fec.gov/cgi-bin/fecimg/?13961283121,4042620131188431710,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-05-23 00:00:00,COMPLIANCE CONSULTING,1000.0,"TERRY, MIKE",http://docquery.fec.gov/cgi-bin/fecimg/?13964058473,4082120131195566060,True,False,False,accounting/compliance/tax prep
C00196915,"GORDON, BART",Tennessee,2013-05-29 00:00:00,DONATION,2000.0,PEN FAULKNER FOUNDATION,http://docquery.fec.gov/cgi-bin/fecimg/?13964058473,4082120131195566059,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-01-07 00:00:00,COMPLIANCE CONSULTING,1000.0,"TERRY, MIKE",http://docquery.fec.gov/cgi-bin/fecimg/?13961283122,4042620131188431712,True,False,False,accounting/compliance/tax prep
C00196915,"GORDON, BART",Tennessee,2013-01-14 00:00:00,DONATION,1474.85,COUNCIL ON COMPETITIVENESS,http://docquery.fec.gov/cgi-bin/fecimg/?13961283120,4042620131188431707,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-01-21 00:00:00,DONATION,10000.0,NATIONAL CATHEDRAL SCHOOL,http://docquery.fec.gov/cgi-bin/fecimg/?13961283122,4042620131188431711,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-01-31 00:00:00,DONATION,1000.0,BOTANICAL GARDENS OF ASHEVILLE,http://docquery.fec.gov/cgi-bin/fecimg/?13961283120,4042620131188431705,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-02-18 00:00:00,DONATION,1000.0,MEMORIAL SLOAN KETTERING CANCER CENTER,http://docquery.fec.gov/cgi-bin/fecimg/?13961283121,4042620131188431709,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-02-19 00:00:00,DONATION,5000.0,K&L GATES LLP POLITICAL ACTION COMMITTEE (DC),http://docquery.fec.gov/cgi-bin/fecimg/?13961283121,4042620131188431708,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-02-20 00:00:00,DONATION,250.0,NEIL ABERCROMBIE FOR GOVERNOR,http://docquery.fec.gov/cgi-bin/fecimg/?13961283124,4042620131188431718,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-03-07 00:00:00,DONATION,1000.0,HOYER FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?13961283124,4042620131188431716,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-03-15 00:00:00,DONATION,1000.0,MARK PRYOR FOR SENATE,http://docquery.fec.gov/cgi-bin/fecimg/?13961283124,4042620131188431717,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-03-24 00:00:00,DONATION,1000.0,CORCORAN MUSEUM,http://docquery.fec.gov/cgi-bin/fecimg/?13961283120,4042620131188431706,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-03-29 00:00:00,DONATION,500.0,THE CONGRESSIONAL CLUB,http://docquery.fec.gov/cgi-bin/fecimg/?13961283122,4042620131188431713,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-03-29 00:00:00,DONATION,15.0,THE CONGRESSIONAL CLUB,http://docquery.fec.gov/cgi-bin/fecimg/?13961283123,4042620131188431714,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-04-01 00:00:00,DONATION,500.0,TERRY MCAULIFFE FOR GOVERNOR,http://docquery.fec.gov/cgi-bin/fecimg/?13964058475,4082120131195566064,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-04-16 00:00:00,DONATION,1000.0,MARK UDALL FOR SENATE,http://docquery.fec.gov/cgi-bin/fecimg/?13964058474,4082120131195566062,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-05-07 00:00:00,DONATION,1000.0,TOM UDALL  FOR SENATE,http://docquery.fec.gov/cgi-bin/fecimg/?13964058475,4082120131195566065,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-05-18 00:00:00,DONATION,5800.0,AMERICAN HEART ASSOCIATION,http://docquery.fec.gov/cgi-bin/fecimg/?13964058472,4082120131195566056,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-05-23 00:00:00,DONATION,1000.0,DARDEN SCHOOL FOUNDATION,http://docquery.fec.gov/cgi-bin/fecimg/?13964058472,4082120131195566057,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-05-30 00:00:00,DONATION,500.0,MARKEY FOR SENATE,http://docquery.fec.gov/cgi-bin/fecimg/?13964058474,4082120131195566061,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-06-01 00:00:00,DONATION,500.0,MIKE ROSS FOR GOVERNOR,http://docquery.fec.gov/cgi-bin/fecimg/?13964058474,4082120131195566063,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-07-08 00:00:00,DONATION,500.0,JIM MORAN FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?13941762428,4120320131199622558,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-07-15 00:00:00,DONATION,500.0,TOM COLE FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?13941762429,4120320131199622561,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-07-29 00:00:00,DONATION,500.0,PETER WELCH FOR CONGRESS,http://docquery.fec.gov/cgi-bin/fecimg/?13941762428,4120320131199622559,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-08-04 00:00:00,DONATION,500.0,PARKWAY BAPTIST CHURCH,http://docquery.fec.gov/cgi-bin/fecimg/?13941762426,4120320131199622552,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-08-20 00:00:00,LEGAL FEES,1125.0,PERKINS COIE,http://docquery.fec.gov/cgi-bin/fecimg/?13941762426,4120320131199622553,True,False,False,legal expenses
C00196915,"GORDON, BART",Tennessee,2013-08-20 00:00:00,DONATON,1850.0,THE ECONOMIC CLUB OF WASHINGTON DC,http://docquery.fec.gov/cgi-bin/fecimg/?13941762427,4120320131199622556,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-08-20 00:00:00,DONATION,500.0,JACK EVANS FOR MAYOR,http://docquery.fec.gov/cgi-bin/fecimg/?13941762428,4120320131199622557,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-08-20 00:00:00,DONATION,1200.0,TENNESSEE DEMOCRATIC PARTY,http://docquery.fec.gov/cgi-bin/fecimg/?13941762429,4120320131199622560,True,False,False,political contribution: from lobbyist
C00196915,"GORDON, BART",Tennessee,2013-09-14 00:00:00,DONATION,2500.0,AMERICAN FRIENDS OF BLERANCOURT,http://docquery.fec.gov/cgi-bin/fecimg/?13941762425,4120320131199622549,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-09-14 00:00:00,DONATION,300.0,FRIENDS OF MITCHELL PARK,http://docquery.fec.gov/cgi-bin/fecimg/?13941762425,4120320131199622550,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-09-14 00:00:00,LEGAL FEES,112.5,PERKINS COIE,http://docquery.fec.gov/cgi-bin/fecimg/?13941762426,4120320131199622554,True,False,False,legal expenses
C00196915,"GORDON, BART",Tennessee,2013-09-18 00:00:00,DONATION,5000.0,MERIDIAN INTERNATIONAL CENTER,http://docquery.fec.gov/cgi-bin/fecimg/?13941762425,4120320131199622551,True,False,False,charitable donation
C00196915,"GORDON, BART",Tennessee,2013-09-20 00:00:00,LEGAL FEES,552.5,PERKINS COIE,http://docquery.fec.gov/cgi-bin/fecimg/?13941762427,4120320131199622555,True,False,False,legal expenses
C00196915,"GORDON, BART",Tennessee,2013-10-01 00:00:00,DONATION,250.0,CONGRESSIONAL RESEARCH SERVICE,http://docquery.fec.gov/cgi-bin/fecimg/?14960313647,4032520141210776556,True,False,False,charitable donation
